sample_id,dialogue,reference_summary,generated_summary,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bleu1,bleu2,bleu3,bleu4,meteor_score,reference_length,hypothesis_length,length_ratio,compression_ratio,generated_flesch_reading_ease,generated_flesch_kincaid_grade,generated_gunning_fog,generated_automated_readability_index,generated_coleman_liau_index,generated_linsear_write_formula,generated_dale_chall_readability_score,reference_flesch_reading_ease,reference_flesch_kincaid_grade,reference_gunning_fog,reference_automated_readability_index,reference_coleman_liau_index,reference_linsear_write_formula,reference_dale_chall_readability_score,generated_total_words,generated_unique_words,generated_type_token_ratio,generated_average_word_length,reference_total_words,reference_unique_words,reference_type_token_ratio,reference_average_word_length,bert_precision,bert_recall,bert_f1,performance_category
10,"Wanda: Let's make a party!
Gina: Why?
Wanda: beacuse. I want some fun!
Gina: ok, what do u need?
Wanda: 1st I need too make a list
Gina: noted and then?
Wanda: well, could u take yours father car and go do groceries with me?
Gina: don't know if he'll agree
Wanda: I know, but u can ask :)
Gina: I'll try but theres no promisess
Wanda: I know, u r the best!
Gina: When u wanna go
Wanda: Friday?
Gina: ok, I'll ask",Wanda wants to throw a party. She asks Gina to borrow her father's car and go do groceries together. They set the date for Friday. ,"a, Tom, Ann, Ann, Ann, Ann, Ann, Ann, Ann, Ann, and Paula are going to a party. They will meet at the party on Saturday.",0.28,0.2692307692307692,0.27450980392156865,0.041666666666666664,0.04,0.04081632653061224,0.2,0.19230769230769232,0.19607843137254902,0,0,0,0,0.0,25,25,1.0,1.0,89.24350000000001,3.9170000000000016,5.0,2.906399999999998,1.3200000000000003,5.75,10.572500000000002,79.93666666666668,4.18,4.933333333333334,2.7070666666666696,4.312000000000001,3.833333333333333,7.839433333333333,25,18,0.72,3.84,25,24,0.96,4.24,0.0,0.0,0.0,Poor
11,"Martin: I won two cinema tickets!
Aggie: oh cool, how come?
Martin: online. on fb, the movie mag organized it
Aggie: so what did you do
Martin: just write a short review and that's it
Aggie: well done :) so what and when. and where?
Martin: the new film with Redford
Aggie: i guess i heard sth
Martin: it's pretty cool i heard. till the end of the week
Aggie: sounds good. we'll find time XD",Martin wrote a short review and won 2 cinema tickets on FB. Martin wants Aggie to go with him this week for the new film with Redford.,"n and Tom are going to the cinema to watch ""The ""The ""The ""TheThe ""The ""TheThe ""The"""""" on Friday.",0.3157894736842105,0.2222222222222222,0.2608695652173913,0.0,0.0,0.0,0.21052631578947367,0.14814814814814814,0.17391304347826086,0,0,0,0,0.0,27,19,0.7037037037037037,1.4210526315789473,85.13947368421054,6.104210526315793,9.705263157894738,7.653684210526315,3.400000000000002,10.5,8.734163157894738,83.46583333333336,4.971296296296298,6.881481481481481,4.16,4.777777777777779,6.25,9.569433333333334,19,14,0.7368421052631579,4.157894736842105,27,25,0.9259259259259259,4.0,0.0,0.0,0.0,Poor
12,"Charlee: I'm in class. Theatre in Portuguese lol
Curtis: Realllly?
Charlee: Yes. One of my subjects at the university that I attend is portuguese theatre. We are preparing a performance
Curtis: What performance is this? Are you devising it?
Charlee: A polish one translated into portuguese
Curtis: Thats quite cool. Who is the writer?
Charlee: Mrożek",Charlee is attending Portuguese theater as a subject at university. He and other students are preparing a play by Mrożek translated into Portuguese.,e is in the hospital with the hospital. He is a lot of able to be able to be able to be able to be able to be a month. Theo is in the hospital in the hospital. The next week of the hospital.,0.09090909090909091,0.16666666666666666,0.11764705882352942,0.0,0.0,0.0,0.06818181818181818,0.125,0.08823529411764705,0,0,0,0,0.0,23,44,1.9130434782608696,0.5227272727272727,80.30636363636367,4.790909090909089,4.4,-0.19431818181818272,0.35909090909090935,5.75,1.2633272727272729,36.997282608695684,10.955869565217395,15.03478260869565,10.122608695652175,12.89565217391305,8.25,10.385595652173913,44,18,0.4090909090909091,3.340909090909091,23,22,0.9565217391304348,5.478260869565218,0.0,0.0,0.0,Poor
13,"Mary: Are you going by car or train?
Tom: Ella rented a car
Ella: this makes all of this much faster
Mary: good decision","Ella rented a car, this makes things much faster for her and Tom. ",and Paula are in a car. The office is a car ago.,0.25,0.23076923076923078,0.24000000000000002,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.16666666666666666,0.15384615384615385,0.16,0,0,0,0,0.0,13,12,0.9230769230769231,1.0833333333333333,94.995,1.5,2.4000000000000004,-3.907499999999999,-3.81666666666667,2.0,5.249933333333333,89.51692307692309,4.003076923076925,5.2,4.272307692307692,4.6769230769230745,5.5,11.568992307692309,12,11,0.9166666666666666,3.0833333333333335,13,13,1.0,4.076923076923077,0.0,0.0,0.0,Poor
14,"Luke: are you still looking for someone to join netflix family?
Paul: yes, 1 person :)
Luke: i am the one!
Paul: sure, i will send you the login and password on sunday
Luke: ok we can talk tomorrow
Paul: i don't really remember it now
Luke: send me also the bank account details so I can wire you the money every month. Are you paying for this or someone else?
Paul: I do, and I keep track of everyone accessing so you should not expect any bans :D
Luke: easy mate :D you still on holidays with your girl?
Paul: last dinner :( tomorrow we are out
Luke: how long have you been there?
Paul: less than 8 days :/",Paul is going to share his Netflix account with Luke. In exchange Luke is going to contribute to the subscription. Paul will send Luke his bank details. Paul is on vacation with his girlfriend till tomorrow.,wants to buy a book for his exam. He will send him a book for tomorrow. He will send him a book for tomorrow.,0.20833333333333334,0.1388888888888889,0.16666666666666669,0.043478260869565216,0.02857142857142857,0.034482758620689655,0.20833333333333334,0.1388888888888889,0.16666666666666669,0,0,0,0,0.0,36,24,0.6666666666666666,1.5,96.49000000000002,1.788333333333334,3.2,-0.5524999999999984,0.5583333333333371,3.666666666666667,5.3491333333333335,77.85000000000002,4.63666666666667,6.9333333333333345,5.573333333333334,7.977777777777781,4.5,9.346233333333334,24,13,0.5416666666666666,3.5833333333333335,36,25,0.6944444444444444,4.777777777777778,0.0,0.0,0.0,Poor
15,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.","Greg and Betsy have a lot of work today, so they cannot pick up Johnny from the kindergarten. However, it's Greg's turn to do it. Greg will try to find a solution.",sy and her parents are going to the gym. They will meet at 8 pm.,0.3333333333333333,0.14705882352941177,0.20408163265306123,0.0,0.0,0.0,0.2,0.08823529411764706,0.12244897959183675,0,0,0,0,0.0,32,15,0.46875,2.1333333333333333,97.7025,1.495000000000001,3.0,-1.9799999999999969,-1.1866666666666656,2.75,9.271833333333333,82.32708333333336,4.42625,6.766666666666666,3.3320833333333333,4.081250000000001,5.333333333333333,7.619629166666667,15,15,1.0,3.3333333333333335,32,29,0.90625,4.125,0.0,0.0,0.0,Poor
16,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>","Ethan, Toby and Marshall are making fun of Scott.","y and Daniel are going to watch ""TheThe cinema. They are going to see each other.",0.125,0.2222222222222222,0.16,0.0,0.0,0.0,0.125,0.2222222222222222,0.16,0,0,0,0,0.0,9,16,1.7777777777777777,0.5625,82.39000000000001,3.7550000000000026,5.7,1.9987500000000011,3.337500000000002,3.5,7.9808,75.50000000000003,4.964444444444446,3.6,4.526666666666667,6.044444444444444,3.5,11.100677777777777,16,13,0.8125,4.125,9,9,1.0,4.555555555555555,0.0,0.0,0.0,Poor
17,"Igor: Shit, I've got so much to do at work and I'm so demotivated. 
John: It's pretty irresponsible to give that much work to someone on their notice period.
Igor: Yeah, exactly! Should I even care?
John: It's up to you, but you know what they say...
Igor: What do you mean?
John: Well, they say how you end things shows how you really are...
Igor: And now how you start, right?
John: Gotcha! 
Igor: So what shall I do then? 
John: It's only two weeks left, so grit your teeth and do what you have to do. 
Igor: Easy to say, hard to perform.
John: Come on, stop thinking, start doing! 
Igor: That's so typical of you!  ;)  ",Igor has a lot of work on his notice period and he feels demotivated. John thinks he should do what he has to do nevertheless. ,is looking for a lot of time. She was a lot of time with him. She was a lot of time to do that. She's not sure about it.,0.16666666666666666,0.2,0.1818181818181818,0.10344827586206896,0.125,0.11320754716981132,0.16666666666666666,0.2,0.1818181818181818,0,0,0,0,0.0,25,29,1.16,0.8620689655172413,109.04176724137935,-0.1487068965517242,2.9000000000000004,-2.862931034482756,-2.482758620689653,2.625,0.9040827586206897,72.32350000000002,6.277000000000001,9.8,4.0367999999999995,5.032000000000004,6.75,8.677700000000002,29,20,0.6896551724137931,3.1724137931034484,25,21,0.84,4.08,0.0,0.0,0.0,Poor
18,"Clara: Hi, what you up to?
Neela: Not much, chilling out.
Clara: Just rewatching Dear White People on Netflix, love it!😍
Neela: Oh yeah, heard of it, but not seen it yet? Any good?
Clara: Well, yes! I just said it was, LOL. It's about a fictional Ivy League University and the students in one House of Residence.
Neela: Why is it called Dear White People?
Clara: That's the name of the radio show the main character, Sam, presents on college radio.
Neela: Yeah, but why is it so good?
Clara: Well, it's mainly stories from the perspective of black students there, which I find very interesting. The characters are strong and likeable too.
Neela: I suppose it's rather different from the UK, then?
Clara: It seems so, as there is a lot more racial awareness and discrimination there than here. It all kicks off when there is a Blackface party held by an elite group of white students, which gets out of hand.
Neela: How's that?
Clara: Well, obviously, the black students try to break it up and there's also an incident where one guy, Reggie, gets a loaded gun pointed at him by a campus policeman after he gets into an argument with a white student. It may be at another party, though, I'm not sure of that.
Neela: Oh, that sounds pretty strong stuff. What else happens?
Clara: Well, there is a young black guy called Lionel who is coming to terms with being gay and is finding his voice as a journalist. He unearths corruption at the uni and he and Sam also uncover some conspiracy theory stuff about secret societies.
Neela: Well, I must say, it does sound good, I'll check it out soon!
Clara: Definitely, there is supposed to be a Series 3 coming up next year, really looking forward to it!
Neela: Well, thanks Clara, I'm just watching the rest of a movie and I'll try Dear White People.
Clara: Don't blame me if you get hooked and stay up till 4!
Neela: See ya, love!
Clara: Bye!",Clara is rewatching Dear White People and strongly recommends it to Neela.,"is a new song that the he was a lot of TV. The explains that it was a good fan of the series. The explains that it's a good idea. They are going to watch ""The series of ""The ""The ""TheThe ""TheTheThe ""TheTheTheThe ""The ""TheTheTheTheTheThe ""The ""TheTheThe"""""""""""""""""""" of"""""""""""""""""""""""""""""""""""""" of ""TheTheTheThe The series"". They's"" and """,0.07142857142857142,0.3333333333333333,0.11764705882352941,0.0,0.0,0.0,0.05357142857142857,0.25,0.08823529411764706,0,0,0,0,0.0,12,55,4.583333333333333,0.21818181818181817,94.43250000000002,3.4416666666666664,5.4,8.784363636363636,6.174074074074074,6.0,8.107396296296296,60.70500000000001,7.773333333333333,11.466666666666669,9.2975,11.700000000000006,7.0,10.810866666666666,55,35,0.6363636363636364,4.9818181818181815,12,12,1.0,5.25,0.0,0.0,0.0,Poor
19,"Ernest: hey Mike, did you park your car on our street?
Mike: no, took it into garage today
Ernest: ok good
Mike: why?
Ernest: someone just crashed into a red honda looking just like yours
Mike: lol lucky me",Mike took his car into garage today. Ernest is relieved as someone had just crashed into a red Honda which looks like Mike's. ,left his car accident at the office.,0.2857142857142857,0.08333333333333333,0.12903225806451613,0.16666666666666666,0.043478260869565216,0.06896551724137931,0.2857142857142857,0.08333333333333333,0.12903225806451613,0,0,0,0,0.0,23,7,0.30434782608695654,3.2857142857142856,78.87285714285717,3.997142857142858,2.8000000000000003,2.2557142857142836,4.0000000000000036,3.5,0.3472,81.13641304347829,4.799347826086958,4.6000000000000005,5.412608695652175,6.8434782608695635,4.75,9.012552173913043,7,7,1.0,4.285714285714286,23,22,0.9565217391304348,4.478260869565218,0.0,0.0,0.0,Poor
20,"Deirdre: Hi Beth, how are you love?
Beth: Hi Auntie Deirdre, I'm been meaning to message you, had a favour to ask.
Deirdre: Wondered if you had any thought about your Mum's 40th, we've got to do something special!
Beth: How about a girls weekend, just mum, me, you and the girls, Kira will have to come back from Uni, of course.
Deirdre: Sounds fab! Get your thinking cap on, it's only in 6 weeks! Bet she's dreading it, I remember doing that!
Beth: Oh yeah, we had a surprise party for you, you nearly had a heart attack! 
Deirdre: Well, it was a lovely surprise! Gosh, thats nearly 4 years ago now, time flies! What was the favour, darling?
Beth: Oh, it was just that I fancied trying a bit of work experience in the salon, auntie.
Deirdre: Well, I am looking for Saturday girls, are you sure about it? you could do well in the exams and go on to college or 6th form.
Beth: I know, but it's not for me, auntie, I am doing all foundation papers and I'm struggling with those.
Deirdre: What about a tutor? Kira could help you in the hols.
Beth: Maybe, but I'd like to try working. I'm 16 soon, I'm old enough.
Deirdre: I know. Look, pop in tomorrow after school and we'll have a cuppa and a chat.
Beth: Yes, thanks auntie. I'd really like to try the beauty therapy side.
Deirdre: Its not for the squeamish, mind. Massage, pedicures, not to mention waxing!
Beth: Oh yes, I was chatting to a friend about it yesterday!
Deirdre: Maxine manages the beauty side, you can meet her tomorrow and we'll see how it goes.
Beth: Yes, I'd really like that. 
Deirdre: We can try a few hours on a Saturday for a couple of weeks as work experience. I'll give you a tenner or so per session to start off for your lunch, coffee and bus fare etc. If you like, we'll take it from there.
Beth: OK, I like the sound of it! See you tomorrow Auntie! Love you!
Deirdre: Bye, lovely girl! Xx",Beth wants to organize a girls weekend to celebrate her mother's 40th birthday. She also wants to work at Deidre's beauty salon. Deidre offers her a few hours on Saturdays as work experience. They set up for a meeting tomorrow.,n's birthday is on Saturday. She's going to visit her parents. She'll visit her parents on Saturday. They will meet on Saturday. They will meet on Saturday.,0.36666666666666664,0.2619047619047619,0.3055555555555555,0.034482758620689655,0.024390243902439025,0.028571428571428574,0.3,0.21428571428571427,0.25,0,0,0,0,0.0,40,27,0.675,1.4814814814814814,72.88733333333334,4.434518518518523,2.16,3.9477777777777767,4.925925925925924,2.5,5.658784444444445,65.555,6.600000000000005,8.0,5.707000000000001,7.629999999999999,5.25,10.448500000000001,27,16,0.5925925925925926,4.814814814814815,40,33,0.825,4.7,0.0,0.0,0.0,Poor
